site_index,k,occ_prob,true_occupancy,0,1,2,3,4,5,6,7,8,9
17,3.0,0.9806552567250406,1,-1.6898376581020678,-2.9527827116708565,0.11768090150857814,3.9864505120393554,0.8704677620142373,1.1711628193989856,-1.333034616734404,0.010852444275610124,-3.4413097944017865,3.3404759344927903
18,3.0,0.4714086824270124,1,-0.41027545243965935,-0.09120133162334976,-1.2465506890910019,0.7364910783225217,4.205985842459633,-1.0810331045482224,4.370681736215707,-1.5105234698164325,-2.787334738287345,0.15975253178232068
19,3.0,0.0044393220046670566,0,-1.5699594369172738,3.938050663904285,-1.807565716519462,-0.6240046665886528,-2.4756092978322375,-3.2217614605379548,3.017466763736817,1.4868188628147232,-1.3953375080685015,0.7277091397538169
20,3.0,0.5935255019039106,0,2.141758738805471,0.9455325894072777,-1.4631744086649554,1.0384742915765939,1.0080270305991206,-3.9894203334141025,0.524848335888436,-1.2288653021926716,0.8242787130455541,-1.6425834294620705
21,3.0,0.34831565197539743,1,-0.9813693340143232,0.22612364958533837,0.5788642146011665,-0.05410685601684685,1.6696106160675663,-1.7187638098702491,-2.1417161390882455,2.5093614613859083,0.8574224360390384,-0.7903171143193739
22,3.0,0.20931631572943524,0,-2.0588179260071016,0.9019660173337314,0.5404421330610649,1.0095929766858307,-1.9556510780214842,0.025523209170911724,-0.030149505775774712,-0.7846204334846926,-1.9135613400621665,-1.1000828647458998
23,3.0,0.0825829970695962,0,-3.513317095538318,-0.005939226040044678,-0.5819911115244027,-0.7213941549026207,-2.530289899897584,0.32707117474391995,1.7734449323565868,-1.9566831915132474,0.9400084017423925,-1.8685251661524296
24,3.0,0.9695677613893938,1,0.49666849266815316,-2.807784203856486,0.36681222919676454,0.8272825070316278,3.055958736154565,-0.24504257990387246,-2.318022189584978,0.17809758582231253,-0.4129711168536035,0.1429249666644663
25,4.0,0.996047357701377,1,2.3421625200256164,-3.8718991141010775,2.5238796883184533,-0.2676895160632056,-1.9546292872143411,-2.676641951183121,-0.9431464573594491,2.6111517324821887,1.7159498412102263,-1.258140337447015
26,4.0,0.0067449333146800605,0,0.8151220547084846,5.690245683445236,-1.2479876460264359,0.7114323558220697,0.2907065933999362,1.657965158202193,2.6160284674634515,-1.8337845129802253,1.4308272081243083,3.587549754094879
27,4.0,0.25107661257974345,0,1.1202081887404896,1.2673582255123768,0.4827071168679207,-1.2252014406732867,1.7910469518022298,-2.5156338053583256,-2.2641544900050836,-1.2008988922654777,-1.620706709346689,-1.4722571086962113
28,4.0,0.22715947197471414,0,-2.06691377316475,0.0006691410913002946,1.7558097836591953,-1.142187319168897,1.0538578601825936,1.4124971487139164,-0.7372572661768719,-0.2886683474686953,0.25527383703434176,3.650694719719835
29,4.0,0.004531025772884507,0,-2.2269816018854325,4.348503604616348,-0.5310563920844719,0.2554235182486696,0.3151122444389529,-3.4159099585941943,1.2661579598132282,3.005809475294131,-0.01127362792849065,1.6111251884112157
30,4.0,0.3660741802439425,1,-0.28293833355814507,-0.8090029444512536,-3.6292289831196696,-0.4125320805686005,-1.463897639992563,-0.6740067565091142,-0.5204045772402679,3.4948043058846134,-2.164470097856635,-1.5032011988453955
31,4.0,0.0003837897089012557,0,-4.533810985434925,6.989766811265718,-1.38263447465345,3.3406864768254403,-0.6989746265704886,4.370591668082811,-0.07184322273007722,-2.4912607932588227,0.346550260415313,-3.3435682536267994
32,4.0,0.9793932104734262,1,1.4791085082228863,-1.8168133914014901,4.132922485551601,0.44138400039971515,2.368738886085754,-0.21169237966241836,-1.351857304703935,3.753744099028173,0.6287878444774211,0.94119874304583
33,4.0,0.7290948750548563,1,2.467787561503381,0.2958718765219566,-0.768313410416667,0.27918139736012093,-0.31763641908238327,-0.33293772180038916,-0.5116099610653227,0.848694868594148,-1.1011096413938084,-1.7859421948097285
34,4.0,0.37561557489926195,1,-0.3367993872672286,-1.5400069143266986,-4.91390908981925,-0.9783233663647738,0.4144525532029942,0.20743004470178253,-3.3086629639329606,-1.0444454596998172,-2.7968686365175017,1.0335809226169337
35,4.0,0.8004609991783355,1,-0.27627546340616776,-3.7179393065048547,-2.5719483021336154,-2.6958319031362987,-1.4755090008944678,4.190300129436649,-0.875410334928623,-1.188606274731766,1.0722151978750074,-4.036793428463229
36,4.0,0.5196207326024496,1,-0.445726760884297,0.8481222439235884,3.9793206507333685,0.15266375184949554,2.1132695146119547,-1.7120246703086712,-2.0408544525739822,-0.6047505980141737,-2.8772414316032524,0.8115177209884277
37,4.0,0.17983084480005354,1,-0.9165933603831509,-0.8620316797719064,1.1243125593531609,-4.316467587120347,-0.3404110825262522,-1.7197871298443264,-3.3686389185625325,4.604695458855014,-1.4303489374789664,-1.5461998260454841
38,4.0,0.988079496410843,1,1.8826365265311231,-2.773290938093118,2.4341070139830903,0.1626866097651081,-2.0549590702865355,0.79618482666044,-1.7612534503064232,-1.185920944950868,-1.1712366118246544,0.4998362749792077
39,4.0,0.09331414342812355,0,-0.0858783559679841,0.39736864151565965,-1.58195520396612,-2.8762954036427026,-2.6025183390742956,-0.1280896211015812,-0.003972091286774737,0.42242202424919356,-1.8268502858684408,-1.9984800295804999
40,4.0,0.5243607539338822,1,-0.6267892154128406,-1.1492358240438731,-3.0877602263187285,0.30884510725948927,-2.6013485545264663,-2.416573752340895,2.3513767319316092,0.9110377815048705,-3.5516019181387914,-0.5458775978206953
41,4.0,0.8238532059174659,0,0.2691153740483271,-0.35209618080269933,2.376049698911875,0.8413519031894957,-1.803697016219393,-4.395582041571843,-0.6499042307739643,3.9482341886272625,4.365996073357453,-2.3051102090413425
42,4.0,0.9688744708825138,1,0.10007349851406272,-2.5328251719435553,3.0570355551706005,0.2796009875301297,0.055859488495656986,1.9211897324538354,-3.2975309665654553,-1.107595634830274,2.3234859102686456,-2.2750875904061285
43,4.0,0.08010256510908764,0,-0.9358902315087353,1.5861038643424996,2.843006719574307,-2.3635062617568874,-1.1206239729977732,1.728921732270295,0.2201727069689076,-2.1230879784245227,-3.643824399881855,-3.9266151128379296
44,4.0,0.7806972989283386,0,4.00136990281761,1.1635846007885784,-2.5554488449387063,1.7781894844533748,-3.998315760032472,-1.5724938174915926,1.88871810755306,2.0302236702564564,-2.1160306996771765,0.9367624431607614
45,4.0,0.3272025365366283,0,-0.8715212898225291,-0.962521138851042,-1.0193741667517404,-1.819101742686451,-2.397863776627794,-0.20043960540335867,-2.513434687334142,1.374365343199713,0.09498012655451707,3.1421808037691337
46,4.0,0.7081262911772495,1,-0.31958004356174363,1.1258697928898949,-0.04241549535621867,4.321869605780822,0.13328301803517764,-1.357530082738178,0.5898807684719248,2.6257924302270323,1.5588492078039973,-0.11079738436022703
47,4.0,0.9260735711718556,1,1.6842544648578135,-0.33353362244762147,1.5015683711252694,1.805899643545311,1.9246670567152735,2.47325380401763,0.5708036901198154,-0.5518357757701683,-2.0554988960283818,-1.3072912461559432
48,4.0,0.06778221723448102,0,1.0740075592435794,2.9428831143457486,0.39060061380862177,-0.9808831474919263,-0.12172623662483241,3.2904559403390747,1.945029550277716,1.5196713671659055,2.613920824223626,1.08808403324469
49,4.0,0.20718435075797892,0,0.2911779142416848,0.3767359705790679,-0.6749976305612573,-1.9320548965774522,-0.9856284148862486,-0.49310278078460473,3.3599803937425343,-2.087196997874456,0.45801612483563764,-0.2763118318409992
50,5.0,0.2204507839444521,0,0.505970590219334,0.21505489591543117,-2.6629714290960105,-1.2453748104232352,-0.012869867648753834,5.22908618787911,0.3151806893388262,1.4669558110413081,0.7103362872472795,0.43324351919088105
51,5.0,0.4137326476651112,0,-2.596581551183547,-1.6738273087844577,-1.1881438655140817,-0.44292624837557276,1.9793620040577535,-0.13764275885465807,1.3165991675455482,1.3419962112585775,0.5975046335695022,-1.61209996291714
52,5.0,0.01987381223386776,0,-1.8415546514298653,2.1646347736834595,-0.05688489309657581,-1.6272389129525544,-0.2515080721985465,-0.6142110791562936,-0.4322489769001346,1.1061860412425533,-0.25462701704593815,0.5493587336624411
53,5.0,0.18454125555310125,0,2.43910774894864,3.7719956057999586,-1.9049263365048699,2.6588677769693274,2.6418293445074066,-1.8026515856108651,2.290523823839854,-1.110123631918357,-0.022789907800528034,-0.9692295050116027
54,5.0,0.3097735005231766,0,-0.9493935760125479,1.7917255479498657,0.8699393231467744,2.4109268444686904,0.2893332600447452,2.184779481252124,-1.3709213662675104,2.467718936023247,0.30710028139656237,-1.8673981361230634
55,5.0,0.9444187396459313,1,-2.0339603038718757,-2.260438451713004,0.6206803861086676,3.226827348980921,0.5984915889173636,-1.2323293324628455,0.957115089321302,-1.4688053499656233,1.3132669745366217,0.6673429602346612
56,5.0,0.4625816793432939,1,-0.31889812743234275,1.0584232394532775,0.5715826667501632,1.785222184084738,1.1836176285620157,3.074622737673288,-1.254471202943306,-0.9199196008040019,0.7558843603285891,-1.5717553047999173
57,5.0,0.19116878406933585,0,-3.909155503550324,-0.33290069453421267,0.2118863137825152,0.6069247839262888,-0.3699516835740185,0.4549377048248003,1.426496334946448,-1.78558212109819,-0.4753832287044822,-2.4382448134673087
58,5.0,0.8587839470211864,1,1.6382546936353157,-0.3265200601581995,-1.9230548859853327,2.2347502409277546,-1.7649962691857024,-1.384395987536168,-2.502912052605571,-5.056876024322235,0.6535027140776959,1.061137410990251
59,5.0,0.5914891197912903,0,-2.4530179374936063,-0.8831504519028184,2.0682650169182373,0.6079607976324682,0.21053974865548264,0.2844667417709327,2.0258305240503827,0.979223203561801,0.6449649005318381,-3.775225494628974
60,5.0,0.2975575942033223,1,2.241527615565486,3.2901403037950403,-0.5101177594498908,2.455567180199041,2.435053048291492,-1.050992384112336,2.3636428812624524,-0.9510940179855332,1.6065213610799587,-1.4962827853360985
61,5.0,0.9058796976061161,0,-1.2572804952273324,-2.82480271228159,-0.32398106491587514,0.6249201016395147,-4.908464791605096,-3.3637597730093405,0.6068089072683585,2.4060867050273473,1.9655888084498583,-1.2321476669349392
62,5.0,0.07673737530416089,0,-0.0602613697711489,1.0635929652286134,1.5230385764382852,-3.695440050473875,1.2049659701163256,-2.003649039936685,-0.37973096432385633,1.0044274554204002,2.5584740915396353,1.9094829536607008
63,5.0,0.9847014446028384,1,-1.9124706424212738,-3.4886040314366897,2.5923929650681354,2.3419551364279636,-0.08027704447826656,-1.2037058732616674,-2.65335165789162,-0.3810573817370753,0.07370974297508154,-0.7265577737965612
64,5.0,0.6808317157409813,1,3.230181145425841,0.6117508748589943,2.1144370372904855,-1.9385468534800667,3.1539948118814176,0.47981693709347883,1.2299257345895909,-1.5186685730852512,0.4558761808484496,1.945117384550769
65,5.0,0.46901720183076195,1,-1.0456967689671401,-0.04850538101238052,-1.0337205854853098,1.3547669807927647,0.3271510073525324,-0.525847098652426,1.8802390565274634,1.820205465336628,1.4854609817842166,1.0993926930271576
66,5.0,0.08545414762011228,0,0.3128078157637722,1.5371692857413262,0.489439035353022,-2.4356916045045134,-4.813972108674789,-0.41919101571799083,1.6654890884174298,-1.5074879029228208,2.1376323621613302,2.968771885173631
67,5.0,0.6207131216765872,1,-4.18789916057626,-2.516174677589721,-0.1827711591213784,0.8043020640831653,-0.6653311705934714,1.6066020161682117,0.5808319830509563,1.7583508915333144,-1.3751739757176968,1.1319176034084786
68,5.0,0.6904106912317785,1,-1.2764184614059177,-0.4178864548424773,2.0432064399716965,1.0947786516465632,-1.0792480483224074,1.9776445647107659,-0.9687043885807167,1.9125836560848324,3.0258692325551366,-3.4445233216736875
69,5.0,0.9973371734563256,1,3.2800082091509184,-3.5202385171258537,1.2866431992911598,0.8650142219964607,0.8891619866820357,0.09535542409599078,1.220680784821896,4.019751466733598,-2.021864050298456,-1.1980666296371545
70,5.0,0.05914423033279793,0,-1.2784260125800204,2.868898575583016,0.43720201093171956,1.1394776349944213,2.3883148075059633,-1.570142824783698,0.41259146637491456,1.664042623838891,-1.0327872059325778,-0.8485439366930264
71,5.0,0.8851642052165664,1,-0.4016750360518986,-2.012535862140886,1.1824394186787008,0.02881897083895259,-0.2763547763010813,1.7491800475911325,-1.0279851426563726,1.9660038150982004,-0.22823360598583484,1.3074404937084279
72,5.0,0.18267451725708542,0,-0.9306884279581678,0.17248026015984497,1.8129363441035025,-2.643138074614854,-0.895767562074682,-0.4821494250651488,2.9303043622666607,-0.3520064862351695,1.3165260198422097,0.3795100051131729
73,5.0,0.06090665206728348,0,-3.5661690999072606,0.7142765187388577,-1.0156837407131099,0.290375951996243,-3.7524450046369604,-4.329233724216267,-1.4976850219876585,0.6174514757489935,2.3513584167388775,1.4853441975487283
74,5.0,0.5686518816508929,1,-3.2430138407183735,-1.1693722773430866,-0.0013008025013108763,1.8387956152961338,-0.2197384740259929,0.544270885395402,0.36031624881840707,-0.4926225113585118,1.6801750142545848,1.90560624336376
75,6.0,0.6565800149553351,1,2.826679955767615,1.4686256891801035,1.7289185251286399,0.09510098093132119,-4.163586751954644,-0.6086306674339678,-0.3106496929803365,-0.3149753026850125,1.9668325111894303,-1.6308752813611402
76,6.0,0.20444417785380783,0,0.8389215384938619,2.116070372216404,3.45099127631393,-1.4282890324607742,-0.8558737991079342,0.8382514073557091,-1.8510745577201912,-0.18335844879527563,1.636701265989451,0.6046107066013322
77,6.0,0.9100988776355821,1,-0.12902461377110971,-0.4544191588947786,2.664763222564652,2.4906686064424446,0.7903369069383275,-0.09247777457198875,-0.05716535970361951,-0.8903881071261075,-1.9668241975906633,2.0811986564797103
78,6.0,0.8379727989922824,1,0.23938271042450754,-0.3637661039208101,-1.535809845878871,3.1708931487522594,0.9010205859128668,-0.05023170647569211,1.5481509282524357,-0.08538754979584845,0.46890073641456115,0.9946590169258438
79,6.0,0.7441791862802327,1,1.1369603121399814,0.045484569081589654,1.3769971752341383,0.23897953647080566,-2.4967430286967995,-1.797699902872094,-1.5315989397737595,-0.20688288380540787,-0.4504257864717113,-0.47624401657757093
80,6.0,0.5598887879873371,1,-0.4543204077125679,0.742710803719018,-0.6045469780856091,2.729047103907052,-0.9133982827970522,2.2774405341382415,0.48992292486046796,-0.7665540357337659,-0.6866277973225163,1.4073714641852237
81,6.0,0.01565226740854171,0,0.26674477005921987,4.019455945998806,4.689270362026085,-3.3846123020666212,0.9020017187514832,0.2073321187733806,-0.21958387416406616,-3.090268301892041,1.917580575120854,-3.224646706222988
82,6.0,0.29706191060566534,0,-4.016590674776004,-1.7926717793897595,-1.598033481852277,0.05632831049357777,0.30473386174948464,-0.0793166748292222,2.3327769592309364,2.355081774860046,4.748205979691614,-0.5854739699698875
83,6.0,0.11383211654201887,0,-0.31039266693019246,2.5781696681909576,0.5794304256410222,0.8613854075693663,-1.3074321953371721,-1.2968069666755073,2.160882564092667,0.44580963160723935,1.3713088361414267,-0.9397621012089615
84,6.0,0.6611126193675766,1,-2.1470370353278074,-1.303710587856348,1.1799576196066113,0.5476344618492948,1.3998382515482413,0.12236534648771641,-1.1408654708176067,-0.7561693331625255,-2.04311022495924,-1.2547405388482744
85,6.0,0.002492725251538834,0,0.39001841764091216,4.788892466967895,-2.3628931838099256,-1.9884850800936167,-2.575518601172679,-1.9566652710271915,-1.2526103966023607,-1.7538561843361826,0.7899031023262026,-2.218911254654631
86,6.0,0.7347657015987903,1,1.8112382086276244,-0.44556165092467526,0.6046394204531097,-1.1382416296407718,-4.620349047341852,-1.806823823535012,0.9882299274873826,0.09510187566351766,-2.890367051869291,2.811536513689953
87,6.0,0.969337677555562,1,0.5997525512550818,-1.3573096588793443,5.408625670976635,0.7638042093796241,-0.4589609940422177,-0.1096667801077993,-1.3069181346319663,3.295138665527064,0.2757168798682981,-0.9882623744295235
88,6.0,0.9862350780908812,1,0.9451544450560526,-4.215474813763367,0.5023128312247984,-0.8248009250634777,1.82982854218677,0.02731043473621517,0.6424605954179257,-0.6780744255469489,2.0036752550997408,-0.8478548814309486
89,6.0,0.7583044058701439,0,2.5428851524312677,0.1198955512208949,3.6502728051477935,-2.2007749897725093,0.7138457747137466,0.22817721943831495,-2.6671578858963025,-0.5614806501885035,-0.9020421574663653,0.42239409011651674
90,6.0,0.2743853205327016,1,0.0554835613871837,0.9797556083073318,0.8404632873812906,-0.5787122128288268,0.061169574893122816,0.8683036506716433,3.99905395115209,0.8631284945656683,-1.9810104600888476,-0.1142181702522812
91,6.0,0.5613516096026986,0,2.2024460782362856,2.5850087477825063,1.081054899328494,2.5047886321693413,2.0537655107381005,-0.21549712167861065,0.24733590732277558,2.011201330434446,-1.1878600179031649,-0.1555120854664004
92,6.0,0.08654041212347342,0,1.2643522971692225,1.8099125364460582,1.3655818632963181,-3.3712371812693895,-1.5456596198484844,0.825356023654534,0.2926707768011868,-0.5972095652032494,-0.5505037488110124,0.8884099726774892
93,6.0,0.8673609363092079,0,-1.3407004542312422,0.9890102515977653,5.116874236684147,4.3941580565131035,0.3295866912309824,1.504592575619169,1.431939867521989,-2.5724472915513155,0.7532096494455189,-2.190278382012119
94,6.0,0.7441892901824213,1,-0.400620754684398,-2.2902705969645036,-0.7959529443277072,-1.422841671655413,-3.6196107713722268,2.115093057918671,0.07075304306460066,2.344312291170155,-0.9500053305857981,-0.18645113755641446
95,6.0,0.38438810457843264,1,0.20921888509440825,-1.1997642663615558,-1.750013996395026,-2.539425696962648,1.0226680209750711,-0.7523139832707213,3.0363935422583856,0.5156276308719784,0.7289897451427472,-0.2117861066808572
96,6.0,0.5179411602039041,1,-2.3769073169278765,1.0785115209766538,6.310405350791803,1.4309926323454283,1.1619392984123402,0.3964102965346393,-1.9150611000518627,-2.2275297749731564,2.184000083030717,3.31328019982903
97,6.0,0.4121731890670895,1,0.9791719815014014,0.8804551825563841,2.6837160304597933,-1.5451097400537974,-3.046159435854252,1.8501203033326796,2.301015034532998,-0.9201439610542854,3.0019811177861513,0.8069499096524833
98,6.0,0.7508238079684825,0,0.7638240716581604,-0.6987655355862334,-3.0975198831992787,1.7109908350079843,1.5679781947771492,-3.601452486896653,-3.299616192569041,-1.4315351520316741,1.2391895902549088,4.086344674183229
99,6.0,0.4212714757592574,1,2.754427386838576,2.004690161582084,-4.357974549867829,2.5781986815618234,2.9453771989859754,1.674854305779492,0.5331594678120676,0.880758601877184,0.2936537188281585,-0.6877794611172074
